"uid","gene_name","alias","desc","id","gene_id","group","expression","GENENAME","GO"
"100816661","LOC100816661","GLYMA_13G149700","putative mediator of RNA polymerase II transcription subunit 26",75933,"MSTRG.25655","t40","down",NA,NA
"100816661","LOC100816661","GLYMA_13G149700","putative mediator of RNA polymerase II transcription subunit 26",75932,"MSTRG.25655","t40","down",NA,NA
"100816874","LOC100816874","GLYMA_08G048200","40S ribosomal protein S16",42560,"MSTRG.14465","t40","down",NA,NA
"100817130","LOC100817130","GLYMA_18G132500","probable inactive purple acid phosphatase 1",104355,"MSTRG.35358","t40","down",NA,NA
"100817224","LOC100817224","GLYMA_15G147300","uncharacterized LOC100817224",88730,"MSTRG.30163","t40","down",NA,NA
"100817338","LOC100817338","GLYMA_12G115400","uncharacterized LOC100817338",69833,"MSTRG.23817","t40","down",NA,NA
"100817521","LOC100817521","GLYMA_20G050300","alcohol dehydrogenase-like 7",114235,"MSTRG.38591","t40","down",NA,NA
"100817574","LOC100817574","GLYMA_14G213600","plasmodesmata-located protein 7",85429,"MSTRG.28912","t40","down",NA,NA
"100817824","LOC100817824","GLYMA_18G147100","pre-rRNA-processing protein TSR2",104668,"MSTRG.35447","t40","down",NA,NA
"100817900","LOC100817900","GLYMA_13G025700","N-acetyltransferase 9-like",73087,"MSTRG.24711","t40","down",NA,NA
"100817911","LOC100817911","GLYMA_06G297600","uncharacterized LOC100817911",34974,"MSTRG.11854","t40","down",NA,NA
"100818200","LOC100818200","GLYMA_03G205800","40S ribosomal protein S28",16111,"MSTRG.5451","t40","down",NA,NA
"100818410","LOC100818410","GLYMA_12G131700","60S ribosomal protein L11",70086,"MSTRG.23877","t40","down",NA,NA
"100818414","LOC100818414","GLYMA_20G132800","mitotic checkpoint protein BUB3.1",116105,"MSTRG.39172","t40","down",NA,NA
"100818450","LOC100818450","GLYMA_06G297800","uncharacterized LOC100818450",34983,"MSTRG.11859","t40","down",NA,NA
"100819098","LOC100819098","GLYMA_19G051500","E3 ubiquitin-protein ligase RGLG2",108792,"MSTRG.36759","t40","down",NA,NA
"100819571","LOC100819571","GLYMA_01G062400","putative copper amine oxidase",1486,"MSTRG.551","t40","down",NA,NA
"100819707","LOC100819707","GLYMA_06G316500","S-adenosylmethionine-dependent methyltransferases superfamily protein",35355,"MSTRG.11994","t40","down",NA,NA
"100819947","LOC100819947","GLYMA_17G130400","zinc finger protein SHOOT GRAVITROPISM 5",98876,"MSTRG.33564","t40","down",NA,NA
"100820121","LOC100820121","GLYMA_09G061200","calcium-transporting ATPase 8, plasma membrane-type",50618,"MSTRG.17261","t40","down",NA,NA
"100820292","LOC100820292","GLYMA_17G117100","early nodulin-93-like",98595,"MSTRG.33446","t40","down",NA,NA
"102577934","C4H1","","cinnamate 4-hydroxylase CYP73",115685,"MSTRG.39030","t40","down",NA,NA
"102660769","LOC102660769","GLYMA_20G115300","ethylene-responsive transcription factor ERF118",115720,"MSTRG.39041","t40","down",NA,NA
"102661113","LOC102661113","GLYMA_08G180500","protein SODIUM POTASSIUM ROOT DEFECTIVE 3",45325,"MSTRG.15512","t40","down",NA,NA
"102662805","LOC102662805","GLYMA_06G184300","uncharacterized LOC102662805",32774,"MSTRG.11262","t40","down",NA,NA
"102665105","LOC102665105","GLYMA_09G140800","E3 ubiquitin-protein ligase ATL31",52154,"MSTRG.17682","t40","down",NA,NA
"102665140","LOC102665140","GLYMA_19G140500","uncharacterized LOC102665140",110667,"MSTRG.37319","t40","down",NA,NA
"102665617","LOC102665617","GLYMA_11G022400","brassinosteroid-responsive RING protein 1",62129,"MSTRG.21114","t40","down",NA,NA
"102666841","LOC100777575","","cyprosin-like",109546,"MSTRG.36922","t40","down",NA,NA
"102667101","LOC102667101","","uncharacterized LOC102667101",75684,"MSTRG.25565","t40","down",NA,NA
"102668075","LOC102668075","","uncharacterized LOC102668075",65706,"MSTRG.22463","t40","down",NA,NA
"102669499","LOC102669499","GLYMA_07G087300","uncharacterized LOC102669499",37520,"MSTRG.12761","t40","down",NA,NA
"102670364","LOC102670364","GLYMA_04G014000","polyol transporter 5",17676,"MSTRG.6062","t40","down",NA,NA
"106794096","LOC106794096","GLYMA_17G054900","transmembrane protein 258",97268,"MSTRG.32946","t40","down",NA,NA
"106795008","LOC106795008","GLYMA_10G260700","uncharacterized LOC106795008",60761,"MSTRG.20597","t40","down",NA,NA
"106796022","LOC106796022","","uncharacterized LOC106796022",81874,"MSTRG.27863","t40","down",NA,NA
"106796585","LOC106796585","GLYMA_16G127200","cold shock domain-containing protein 3",94260,"MSTRG.31803","t40","down",NA,NA
"106798417","LOC100810235","","uncharacterized LOC106798417",20616,"MSTRG.7021","t40","down",NA,NA
"106798613","LOC106798613","","uncharacterized LOC106798613",19519,"MSTRG.6758","t40","down",NA,NA
"106799481","LOC106799481","","uncharacterized LOC106799481",40046,"MSTRG.13519","t40","down",NA,NA
"112997632","LOC100809404","","protein LURP-one-related 10-like",92968,"MSTRG.31488","t40","down",NA,NA
"112997784","LOC112997784","GLYMA_01G184900","precursor of CEP7",4094,"MSTRG.1333","t40","down",NA,NA
"112998429","LOC112998429","","small nucleolar RNA snoR143",66502,"MSTRG.22663","t40","down",NA,NA
"112999036","LOC112999036","","18S ribosomal RNA",119158,"MSTRG.40290","t40","down",NA,NA
"112999213","LOC112999213","","28S ribosomal RNA",73053,"MSTRG.24702","t40","down",NA,NA
"113000298","LOC113000298","","small nucleolar RNA SNORD25",102990,"MSTRG.34937","t40","down",NA,NA
"113001441","LOC113001441","GLYMA_04G007900","30S ribosomal protein S31, mitochondrial",17551,"MSTRG.6012","t40","down",NA,NA
"113001804","LOC113001804","","small nucleolar RNA SNORD14",28368,"MSTRG.9598","t40","down",NA,NA
"121173836","LOC121173836","","40S ribosomal protein S30",99084,"MSTRG.33651","t40","down",NA,NA
"121174643","LOC121174643","","receptor-like serine/threonine-protein kinase At2g45590",12248,"MSTRG.4233","t40","down",NA,NA
"1956","GRP","ERBB, ERBB1, ERRP, HER1, NISBD2, PIG61, mENA","epidermal growth factor receptor",68348,"MSTRG.23312","t40","down",NA,NA
"351","RPL37","AAA, ABETA, ABPP, AD1, APPI, CTFgamma, CVAP, PN-II, PN2, alpha-sAPP, preA4","amyloid beta precursor protein",35727,"MSTRG.12111","t40","down",NA,NA
"351","ASP1","AAA, ABETA, ABPP, AD1, APPI, CTFgamma, CVAP, PN-II, PN2, alpha-sAPP, preA4","amyloid beta precursor protein",82573,"MSTRG.28098","t40","down",NA,NA
"547619","SHOOT2","GLYMA_19G190000","SHOOT2 protein",111713,"MSTRG.37698","t40","down",NA,NA
"547938","LOC547938","GLYMA_06G160300","defensin-like protein",32246,"MSTRG.11070","t40","down",NA,NA
"548080","LOC548080","GLYMA_02G245100","HMG-Y related protein variant A",10568,"MSTRG.3590","t40","down",NA,NA
"7157","TSA","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53",111113,"MSTRG.37472","t40","down",NA,NA
"778190","BZIP99","GLYMA_13G193700, GmTGA19","bZIP transcription factor",76907,"MSTRG.26017","t40","down",NA,NA
"818982","LBD37","AT2G43790, ATMAPK6, ATMPK6, F18O19.10, MAP KINASE 6, MAP kinase 6, MAPK6","MAP kinase 6",49237,"MSTRG.16771","t40","down",NA,NA
"821717","IQD14","AT3G21630, AtCERK1, AtLYK1, LYK1, LYSM DOMAIN RECEPTOR-LIKE KINASE 1, LYSM RLK1, LysM-containing receptor-like kinase 1, chitin elicitor receptor kinase 1","chitin elicitor receptor kinase 1",23809,"MSTRG.8125","t40","down",NA,NA
"836163","LBD30","AT5G60410, AT5G60420, ATSIZ1, MUF9.5, MUF9_5","DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain-containing protein",37609,"MSTRG.12799","t40","down",NA,NA
"839515","GSTF7","AT1G02930, ARABIDOPSIS GLUTATHIONE S-TRANSFERASE 1, ARABIDOPSIS THALIANA GLUATIONE S-TRANSFERASE F3, ATGST1, ATGSTF3, ATGSTF6, EARLY RESPONSIVE TO DEHYDRATION 11, ERD11, F22D16.7, F22D16_7, GLUTATHIONE S-TRANSFERASE, GLUTATHIONE S-TRANSFERASE 1, GST1, glutathione S-transferase 6","glutathione S-transferase 6",55508,"MSTRG.18909","t40","down",NA,NA
"852848","CAT4","YGL035C, CAT4, SSN1, TDS22","transcription factor MIG1",17765,"MSTRG.6093","t40","down",NA,NA
"89","DRR1","ACTN3D","actinin alpha 3",65394,"MSTRG.22372","t40","down",NA,NA
NA,".",NA,NA,61514,"MSTRG.20886","t40","down",NA,"NA"
NA,".",NA,NA,16280,"MSTRG.5525","t40","down",NA,"NA"
NA,".",NA,NA,101830,"MSTRG.34488","t40","down",NA,"NA"
NA,".",NA,NA,119099,"MSTRG.40278","t40","down",NA,"NA"
NA,".",NA,NA,90855,"MSTRG.30705","t40","down",NA,"NA"
NA,".",NA,NA,103657,"MSTRG.35188","t40","down",NA,"NA"
NA,".",NA,NA,107687,"MSTRG.36423","t40","down",NA,"NA"
NA,".",NA,NA,49019,"MSTRG.16688","t40","down",NA,"NA"
NA,".",NA,NA,63478,"MSTRG.21659","t40","down",NA,"NA"
NA,".",NA,NA,71333,"MSTRG.24183","t40","down",NA,"NA"
NA,".",NA,NA,81135,"MSTRG.27594","t40","down",NA,"NA"
NA,".",NA,NA,55540,"MSTRG.18921","t40","down",NA,"NA"
NA,".",NA,NA,36585,"MSTRG.12419","t40","down",NA,"NA"
NA,".",NA,NA,41307,"MSTRG.13996","t40","down",NA,"NA"
NA,".",NA,NA,51439,"MSTRG.17504","t40","down",NA,"NA"
NA,".",NA,NA,16095,"MSTRG.5450","t40","down",NA,"NA"
NA,".",NA,NA,43288,"MSTRG.14746","t40","down",NA,"NA"
NA,".",NA,NA,102853,"MSTRG.34885","t40","down",NA,"NA"
NA,".",NA,NA,18395,"MSTRG.6358","t40","down",NA,"NA"
NA,".",NA,NA,15136,"MSTRG.5082","t40","down",NA,"NA"
NA,".",NA,NA,588,"MSTRG.256","t40","down",NA,"NA"
NA,".",NA,NA,26551,"MSTRG.8923","t40","down",NA,"NA"
NA,".",NA,NA,68934,"MSTRG.23524","t40","down",NA,"NA"
NA,".",NA,NA,95939,"MSTRG.32397","t40","down",NA,"NA"
NA,".",NA,NA,86700,"MSTRG.29376","t40","down",NA,"NA"
NA,".",NA,NA,43201,"MSTRG.14720","t40","down",NA,"NA"
NA,".",NA,NA,85515,"MSTRG.28955","t40","down",NA,"NA"
NA,".",NA,NA,73041,"MSTRG.24702","t40","down",NA,"NA"
NA,".",NA,NA,116062,"MSTRG.39149","t40","down",NA,"NA"
NA,".",NA,NA,74758,"MSTRG.25243","t40","down",NA,"NA"
NA,".",NA,NA,75247,"MSTRG.25401","t40","down",NA,"NA"
NA,".",NA,NA,28772,"MSTRG.9753","t40","down",NA,"NA"
NA,".",NA,NA,7067,"MSTRG.2460","t40","down",NA,"NA"
NA,".",NA,NA,96547,"MSTRG.32641","t40","down",NA,"NA"
NA,".",NA,NA,39705,"MSTRG.13398","t40","down",NA,"NA"
NA,".",NA,NA,107728,"MSTRG.36433","t40","down",NA,"NA"
NA,".",NA,NA,93914,"MSTRG.31724","t40","down",NA,"NA"
NA,".",NA,NA,89389,"MSTRG.30352","t40","down",NA,"NA"
NA,".",NA,NA,49021,"MSTRG.16688","t40","down",NA,"NA"
NA,".",NA,NA,58358,"MSTRG.19716","t40","down",NA,"NA"
NA,".",NA,NA,62850,"MSTRG.21389","t40","down",NA,"NA"
NA,".",NA,NA,112189,"MSTRG.37888","t40","down",NA,"NA"
NA,".",NA,NA,41771,"MSTRG.14153","t40","down",NA,"NA"
NA,".",NA,NA,22960,"MSTRG.7776","t40","down",NA,"NA"
NA,".",NA,NA,79002,"MSTRG.26808","t40","down",NA,"NA"
NA,".",NA,NA,66912,"MSTRG.22826","t40","down",NA,"NA"
NA,".",NA,NA,30612,"MSTRG.10446","t40","down",NA,"NA"
NA,".",NA,NA,16123,"MSTRG.5462","t40","down",NA,"NA"
NA,".",NA,NA,6442,"MSTRG.2245","t40","down",NA,"NA"
NA,".",NA,NA,86744,"MSTRG.29393","t40","down",NA,"NA"
NA,".",NA,NA,6471,"MSTRG.2257","t40","down",NA,"NA"
NA,".",NA,NA,25263,"MSTRG.8540","t40","down",NA,"NA"
NA,".",NA,NA,107706,"MSTRG.36428","t40","down",NA,"NA"
NA,".",NA,NA,44738,"MSTRG.15296","t40","down",NA,"NA"
NA,".",NA,NA,42456,"MSTRG.14435","t40","down",NA,"NA"
NA,".",NA,NA,56534,"MSTRG.19259","t40","down",NA,"NA"
NA,".",NA,NA,26154,"MSTRG.8781","t40","down",NA,"NA"
NA,".",NA,NA,68018,"MSTRG.23202","t40","down",NA,"NA"
NA,".",NA,NA,14531,"MSTRG.4886","t40","down",NA,"NA"
NA,".",NA,NA,87696,"MSTRG.29739","t40","down",NA,"NA"
NA,".",NA,NA,35004,"MSTRG.11870","t40","down",NA,"NA"
NA,".",NA,NA,7672,"MSTRG.2669","t40","down",NA,"NA"
NA,".",NA,NA,105623,"MSTRG.35683","t40","down",NA,"NA"
NA,".",NA,NA,39433,"MSTRG.13308","t40","down",NA,"NA"
NA,".",NA,NA,69166,"MSTRG.23596","t40","down",NA,"NA"
NA,".",NA,NA,97983,"MSTRG.33214","t40","down",NA,"NA"
NA,".",NA,NA,80053,"MSTRG.27178","t40","down",NA,"NA"
NA,".",NA,NA,73030,"MSTRG.24702","t40","down",NA,"NA"
NA,".",NA,NA,59464,"MSTRG.20115","t40","down",NA,"NA"
NA,".",NA,NA,60708,"MSTRG.20574","t40","down",NA,"NA"
NA,".",NA,NA,81134,"MSTRG.27594","t40","down",NA,"NA"
NA,".",NA,NA,103769,"MSTRG.35221","t40","down",NA,"NA"
NA,".",NA,NA,10982,"MSTRG.3745","t40","down",NA,"NA"
NA,".",NA,NA,19080,"MSTRG.6601","t40","down",NA,"NA"
NA,".",NA,NA,11428,"MSTRG.3927","t40","down",NA,"NA"
NA,".",NA,NA,76421,"MSTRG.25840","t40","down",NA,"NA"
NA,".",NA,NA,94856,"MSTRG.32010","t40","down",NA,"NA"
NA,".",NA,NA,89118,"MSTRG.30280","t40","down",NA,"NA"
NA,".",NA,NA,107732,"MSTRG.36435","t40","down",NA,"NA"
NA,".",NA,NA,91891,"MSTRG.31068","t40","down",NA,"NA"
NA,".",NA,NA,17643,"MSTRG.6048","t40","down",NA,"NA"
NA,".",NA,NA,81944,"MSTRG.27893","t40","down",NA,"NA"
NA,".",NA,NA,56570,"MSTRG.19273","t40","down",NA,"NA"
NA,".",NA,NA,36932,"MSTRG.12553","t40","down",NA,"NA"
NA,".",NA,NA,48169,"MSTRG.16404","t40","down",NA,"NA"
NA,".",NA,NA,59176,"MSTRG.20004","t40","down",NA,"NA"
NA,".",NA,NA,215,"MSTRG.103","t40","down",NA,"NA"
NA,".",NA,NA,43192,"MSTRG.14717","t40","down",NA,"NA"
NA,".",NA,NA,99506,"MSTRG.33812","t40","down",NA,"NA"
NA,".",NA,NA,73037,"MSTRG.24702","t40","down",NA,"NA"
NA,".",NA,NA,5932,"MSTRG.2061","t40","down",NA,"NA"
NA,".",NA,NA,11664,"MSTRG.4029","t40","down",NA,"NA"
NA,".",NA,NA,34881,"MSTRG.11820","t40","down",NA,"NA"
NA,".",NA,NA,50801,"MSTRG.17332","t40","down",NA,"NA"
NA,".",NA,NA,15651,"MSTRG.5266","t40","down",NA,"NA"
NA,".",NA,NA,86618,"MSTRG.29344","t40","down",NA,"NA"
NA,".",NA,NA,28382,"MSTRG.9603","t40","down",NA,"NA"
NA,".",NA,NA,89186,"MSTRG.30302","t40","down",NA,"NA"
NA,".",NA,NA,9657,"MSTRG.3243","t40","down",NA,"NA"
NA,".",NA,NA,81217,"MSTRG.27625","t40","down",NA,"NA"
NA,".",NA,NA,26466,"MSTRG.8898","t40","down",NA,"NA"
NA,".",NA,NA,101154,"MSTRG.34232","t40","down",NA,"NA"
NA,".",NA,NA,12132,"MSTRG.4193","t40","down",NA,"NA"
NA,".",NA,NA,93050,"MSTRG.31513","t40","down",NA,"NA"
NA,".",NA,NA,17456,"MSTRG.5972","t40","down",NA,"NA"
NA,".",NA,NA,6751,"MSTRG.2352","t40","down",NA,"NA"
NA,".",NA,NA,23008,"MSTRG.7788","t40","down",NA,"NA"
NA,".",NA,NA,107701,"MSTRG.36425","t40","down",NA,"NA"
NA,".",NA,NA,31193,"MSTRG.10676","t40","down",NA,"NA"
NA,".",NA,NA,79308,"MSTRG.26919","t40","down",NA,"NA"
NA,".",NA,NA,110810,"MSTRG.37378","t40","down",NA,"NA"
NA,".",NA,NA,4093,"MSTRG.1333","t40","down",NA,"NA"
NA,".",NA,NA,7494,"MSTRG.2608","t40","down",NA,"NA"
NA,".",NA,NA,38713,"MSTRG.13164","t40","down",NA,"NA"
NA,".",NA,NA,65234,"MSTRG.22315","t40","down",NA,"NA"
NA,".",NA,NA,67986,"MSTRG.23196","t40","down",NA,"NA"
NA,".",NA,NA,119231,"MSTRG.40363","t40","down",NA,"NA"
NA,".",NA,NA,32631,"MSTRG.11208","t40","down",NA,"NA"
NA,".",NA,NA,11276,"MSTRG.3876","t40","down",NA,"NA"
NA,".",NA,NA,72218,"MSTRG.24531","t40","down",NA,"NA"
NA,".",NA,NA,63041,"MSTRG.21463","t40","down",NA,"NA"
NA,".",NA,NA,16643,"MSTRG.5674","t40","down",NA,"NA"
NA,".",NA,NA,72620,"MSTRG.24631","t40","down",NA,"NA"
NA,".",NA,NA,61887,"MSTRG.21015","t40","down",NA,"NA"
NA,".",NA,NA,57318,"MSTRG.19442","t40","down",NA,"NA"
NA,".",NA,NA,49437,"MSTRG.16829","t40","down",NA,"NA"
NA,".",NA,NA,63047,"MSTRG.21467","t40","down",NA,"NA"
NA,".",NA,NA,29970,"MSTRG.10209","t40","down",NA,"NA"
NA,".",NA,NA,92544,"MSTRG.31328","t40","down",NA,"NA"
NA,".",NA,NA,109268,"MSTRG.36858","t40","down",NA,"NA"
NA,".",NA,NA,53602,"MSTRG.18209","t40","down",NA,"NA"
NA,".",NA,NA,118978,"MSTRG.40165","t40","down",NA,"NA"
NA,".",NA,NA,63065,"MSTRG.21475","t40","down",NA,"NA"
NA,".",NA,NA,82408,"MSTRG.28036","t40","down",NA,"NA"
NA,".",NA,NA,45413,"MSTRG.15542","t40","down",NA,"NA"
NA,".",NA,NA,33684,"MSTRG.11517","t40","down",NA,"NA"
NA,".",NA,NA,87455,"MSTRG.29657","t40","down",NA,"NA"
NA,".",NA,NA,6133,"MSTRG.2134","t40","down",NA,"NA"
NA,".",NA,NA,54607,"MSTRG.18585","t40","down",NA,"NA"
NA,".",NA,NA,110373,"MSTRG.37208","t40","down",NA,"NA"
NA,".",NA,NA,22802,"MSTRG.7706","t40","down",NA,"NA"
NA,".",NA,NA,91527,"MSTRG.30916","t40","down",NA,"NA"
NA,".",NA,NA,107859,"MSTRG.36473","t40","down",NA,"NA"
NA,".",NA,NA,85089,"MSTRG.28797","t40","down",NA,"NA"
NA,".",NA,NA,80567,"MSTRG.27379","t40","down",NA,"NA"
NA,".",NA,NA,118157,"MSTRG.39922","t40","down",NA,"NA"
NA,".",NA,NA,108805,"MSTRG.36763","t40","down",NA,"NA"
NA,".",NA,NA,53189,"MSTRG.18041","t40","down",NA,"NA"
NA,".",NA,NA,32440,"MSTRG.11141","t40","down",NA,"NA"
NA,".",NA,NA,4031,"MSTRG.1309","t40","down",NA,"NA"
NA,".",NA,NA,19763,"MSTRG.6824","t40","down",NA,"NA"
NA,".",NA,NA,38879,"MSTRG.13202","t40","down",NA,"NA"
NA,".",NA,NA,36053,"MSTRG.12227","t40","down",NA,"NA"
NA,".",NA,NA,101959,"MSTRG.34542","t40","down",NA,"NA"
NA,".",NA,NA,40652,"MSTRG.13737","t40","down",NA,"NA"
NA,".",NA,NA,72689,"MSTRG.24643","t40","down",NA,"NA"
NA,".",NA,NA,43289,"MSTRG.14746","t40","down",NA,"NA"
NA,".",NA,NA,91632,"MSTRG.30950","t40","down",NA,"NA"
NA,".",NA,NA,86653,"MSTRG.29359","t40","down",NA,"NA"
NA,".",NA,NA,49059,"MSTRG.16706","t40","down",NA,"NA"
