"uid","gene_name","alias","desc"
"100775558","LOC100775558","GLYMA_01G024000","mitochondrial uncoupling protein 5"
"100782473","LOC100782473","GLYMA_07G204800","phospholipase A1-IIgamma"
"100784372","LOC100784372","GLYMA_19G109100","NAC domain-containing protein 87"
NA,".",NA,NA
"100809268","LOC100809268","GLYMA_10G092800","probable 2-oxoglutarate-dependent dioxygenase AOP1"
"834676","SARK","AT5G46330, FLAGELLIN-SENSITIVE 2, MPL12.13, MPL12.8, MPL12_13","Leucine-rich receptor-like protein kinase family protein"
NA,".",NA,NA
"100817267","LOC100817267","GLYMA_09G246600","probably inactive leucine-rich repeat receptor-like protein kinase At5g48380"
"547860","LOX7","GLYMA_13G347800","lipoxygenase"
"100803576","LOC100803576","GLYMA_09G011200","cytochrome b561 and DOMON domain-containing protein At5g47530"
"100783194","LOC100783194","GLYMA_06G114200","aspartic proteinase Asp1"
"100305440","LOC100305440","GLYMA_18G038500","protein kinase"
"100816412","LOC100816412","GLYMA_02G040700","mitochondrial uncoupling protein 5"
NA,".",NA,NA
"100800036","LOC100800036","GLYMA_02G099200, AOC2","allene oxide cyclase 4, chloroplastic-like"
"102665158","LOC102665158","GLYMA_09G181960v4","LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5"
"852457","CHS2","YBR160W, CDK1, HSL5, SRM5","cyclin-dependent serine/threonine-protein kinase CDC28"
"100797784","LOC100797784","GLYMA_19G255300","cyclic nucleotide-gated ion channel 1"
"100500181","LOC100500181","GLYMA_03G074000","putative PAR1 protein"
"100785849","LOC100785849","GLYMA_13G003200","DCD domain-containing protein NRP-A-like"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100819853","LOC100819853","GLYMA_20G213700","isoflavone-7-O-methyltransferase 6-like"
"100784098","LOC100784098","GLYMA_15G171000","IQ domain-containing protein IQM1"
"100801929","LOC100801929","","uncharacterized LOC100801929"
"100781316","IFR","GLYMA_11G070500, GmIFR, IFR3","isoflavone reductase"
"100781863","LOC100781863","GLYMA_11G070600, IFR4","NmrA-like family domain-containing protein"
"100306585","LOC100306585","GLYMA_11G119200","uncharacterized LOC100306585"
"100793347","LOC100793347","GLYMA_10G082500","syntaxin-121"
"100306014","LOC100306014","GLYMA_12G024100","uncharacterized LOC100306014"
"100784251","LOC100784251","GLYMA_13G090300","7-deoxyloganetin glucosyltransferase"
"100805360","LOC100805360","GLYMA_17G097900","WRKY transcription factor 72A"
"100800191","LOC100800191","GLYMA_17G236900","uncharacterized LOC100800191"
"100791862","LOC100791862","GLYMA_13G088400","TPR repeat-containing thioredoxin TTL1"
"100305418","LOC100305418","GLYMA_12G002400","cytokinin-regulated kinase"
NA,".",NA,NA
"100789013","LOC100789013","GLYMA_12G030600","PI-PLC X-box domain-containing protein DDB_G0293730"
"100793187","LOC100793187","GLYMA_03G201000","NDR1/HIN1-like protein 10"
"100789322","LOC100789322","GLYMA_18G047800","NDR1/HIN1-like protein 6"
NA,".",NA,NA
"833957","NAC6","AT5G39610, ANAC092, ATNAC2, ATNAC6, Arabidopsis NAC domain containing protein 92, MIJ24.11, MIJ24_11, NAC domain containing protein  2, NAC domain containing protein  6, NAC domain containing protein 2, NAC domain containing protein 6, NAC2, ORE1, ORESARA 1","NAC domain containing protein 6"
"100792581","CHS4B","GLYMA_08G110500, GmCHS4b","chalcone synthase 4b"
NA,".",NA,NA
"2541633","PRP1","SPAC664.01c, SPAC824.10c","chromodomain protein Swi6"
"100500693","LOC100500693","GLYMA_09G135800","short-chain dehydrogenase TIC 32, chloroplastic"
NA,".",NA,NA
"100500381","LOC100500381","GLYMA_06G100900","uncharacterized LOC100500381"
"189","PTS1","AGT, AGT1, AGXT1, PH1, SPAT, SPT, Ser-PyrAT, TLH6","alanine--glyoxylate aminotransferase"
"100305781","GLYI-17","GLYMA_12G167400, GmGLYI-17","putative lactoylglutathione lyase"
"100813980","LOC100813980","GLYMA_12G094100","apoptosis-inducing factor homolog A-like"
"100780058","LOC100780058","GLYMA_18G015000","uncharacterized LOC100780058"
"100801122","LOC100801122","GLYMA_03G114700","UPF0481 protein At3g47200"
"100527593","LOC100527593","GLYMA_17G113000","putative stellacyanin"
"100785752","LOC100785752","GLYMA_02G237300","probable LRR receptor-like serine/threonine-protein kinase At1g06840"
NA,".",NA,NA
"100816770","LOC100816770","GLYMA_11G096600, NAC55","NAC domain-containing protein"
"100818724","LOC100818724","GLYMA_10G176500","isoflavone-7-O-methyltransferase 9"
"100819846","LOC100819846","GLYMA_12G116800","probable protein phosphatase 2C 58"
"100500076","LOC100500076","GLYMA_01G161100","lysine histidine transporter-like 8"
NA,".",NA,NA
"100785655","LOC100785655","GLYMA_05G043900","BTB/POZ and TAZ domain-containing protein 1"
"100810725","LOC100810725","GLYMA_18G249100","PRA1 family protein F2-like"
"100777465","LOC100777465","GLYMA_13G235300","homeobox-DDT domain protein RLT1"
NA,".",NA,NA
"100780711","LOC100780711","GLYMA_08G292000","IAA-amino acid hydrolase ILR1-like 4"
"100793687","LOC100793687","GLYMA_09G269600","bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like"
NA,".",NA,NA
"100798477","LOC100798477","GLYMA_10G046000","exocyst complex component EXO70H1"
"100819590","LOC100819590","GLYMA_09G060700","uncharacterized LOC100819590"
"100820571","LOC100820571","GLYMA_13G294200","signaling peptide TAXIMIN 2"
NA,".",NA,NA
"100819866","LOC100819866","GLYMA_13G037000","uncharacterized LOC100819866"
NA,".",NA,NA
"100785572","LOC100785572","GLYMA_17G156100","transcription factor bHLH25"
"100778278","LOC100778278","GLYMA_18G301600","uncharacterized protein At2g33490"
"100806588","LOC100806588","GLYMA_09G242600","ethylene-responsive transcription factor 1"
"100785446","LOC100785446","GLYMA_04G228700","uncharacterized LOC100785446"
"100783055","LOC100783055","GLYMA_08G135200","calmodulin-binding transcription activator 2"
"100796311","LOC100796311","GLYMA_09G284700","peroxidase 5"
NA,".",NA,NA
"100500465","LOC100500465","GLYMA_12G217500","calcium-binding EF-hand family protein"
"100783298","LOC100783298","GLYMA_11G062500","cytochrome P450 71D8-like"
"100778709","LOC100778709","GLYMA_06G171150v4","calcium-binding protein CML38-like"
"100775262","LOC100775262","GLYMA_19G007200","cinnamoyl-CoA reductase-like SNL6"
"100819104","LOC100819104","GLYMA_19G006900","cinnamoyl-CoA reductase-like SNL6"
"100808625","LOC100808625","GLYMA_05G158900","two-component response regulator ORR24"
NA,".",NA,NA
NA,".",NA,NA
"100799023","LOC100799023","GLYMA_11G159021v4","UPF0496 protein 4"
"100790454","LOC100790454","GLYMA_07G039700","putative receptor-like protein kinase At1g72540"
NA,".",NA,NA
"100792084","LOC100792084","GLYMA_09G240000","WRKY transcription factor 72B"
NA,".",NA,NA
"100818282","FWL2","GmFWL2","protein FW2.2-like 2"
"102665271","LOC102665271","GLYMA_14G002800","VQ motif-containing protein 22"
"100819452","LOC100819452","GLYMA_11G082700","amino acid transporter protein"
NA,".",NA,NA
"100784455","LOC100784455","GLYMA_14G049500","putative 1-aminocyclopropane-1-carboxylate oxidase"
NA,".",NA,NA
NA,".",NA,NA
"100797003","LOC100797003","GLYMA_09G069900","serine/threonine-protein kinase RIPK"
"100788048","CHS10","GLYMA_02G130400, CHS, GmCHS10","chalcone synthase 10"
"100782800","CRK71","GLYMA_20G138100, GmCRK71","cysteine-rich receptor-like protein kinase"
"112997725","LOC112997725","GLYMA_09G119900","RING-H2 finger protein ATL51"
"100794249","LOC100794249","GLYMA_03G201302v4","NDR1/HIN1-like protein 10"
"100796491","LOC100796491","GLYMA_02G245700","probable calcium-binding protein CML18"
NA,".",NA,NA
NA,".",NA,NA
"100813471","LOC100813471","GLYMA_13G084000","putative nitrate reductase 1"
"100775372","LOC100775372","GLYMA_16G145600","MLO-like protein 12"
"100527144","LOC100527144","GLYMA_06G162400","uncharacterized LOC100527144"
NA,".",NA,NA
"100778798","LOC100778798","GLYMA_02G239100","LEA domain-containing protein"
"100810130","LOC100810130","GLYMA_08G204300","malonate--CoA ligase"
"100806990","LOC100806990","GLYMA_03G201200","NDR1/HIN1-like protein 10"
"100784929","LOC100784929","GLYMA_20G121200","lipid phosphate phosphatase 1-like"
"102660944","LOC102660944","GLYMA_15G158200","uncharacterized LOC102660944"
"1956","PC7","ERBB, ERBB1, ERRP, HER1, NISBD2, PIG61, mENA","epidermal growth factor receptor"
"100305387","LOC100305387","GLYMA_13G054300","FERONIA receptor-like kinase"
NA,".",NA,NA
NA,".",NA,NA
"100777541","LOC100777541","GLYMA_02G125900","uncharacterized LOC100777541"
"100527193","LOC100527193","GLYMA_18G249700","uncharacterized LOC100527193"
"113001635","LOC113001635","GLYMA_05G129200","uncharacterized LOC113001635"
"100818119","LOC100818119","GLYMA_15G115600","cytochrome b561 and DOMON domain-containing protein At5g47530"
"100791545","LOC100791545","GLYMA_09G042400","RING-H2 finger protein ATL2"
"818429","WRKY12","AT2G38470, ATWRKY33, T19C21.4, T19C21_4, WRKY DNA-BINDING PROTEIN 33, WRKY DNA-binding protein 33","WRKY DNA-binding protein 33"
"100812612","LOC100812612","GLYMA_07G098500","heavy metal-associated isoprenylated plant protein 47"
"100815671","LOC100815671","GLYMA_09G277800","peroxidase"
NA,".",NA,NA
"100809557","LOC100809557","GLYMA_13G069800","senescence-associated carboxylesterase 101"
"100780151","LOC100780151","GLYMA_14G170800","phosphatidylinositol transfer protein 3"
NA,".",NA,NA
"100801515","LOC100801515","GLYMA_19G259300","probable L-gulonolactone oxidase 6"
NA,".",NA,NA
"100779499","LOC100779499","GLYMA_09G023600, GmHD-ZIPIII-5","homeobox-leucine zipper protein ATHB-14-like"
"121173010","LOC121173010","GLYMA_11G178501v4","uncharacterized LOC121173010"
"100799411","LOC100799411","GLYMA_13G110700","serine/threonine-protein kinase RIPK"
"100809566","LOC100809566","GLYMA_06G030800","uncharacterized LOC100809566"
"100786172","LOC100786172","GLYMA_11G211100","leucine-rich repeat receptor protein kinase HPCA1"
"100787601","LOC100787601","GLYMA_05G175800","uncharacterized LOC100787601"
"100526894","LOC100526894","GLYMA_08G301500","uncharacterized LOC100526894"
"100794335","LOC100794335","GLYMA_07G132900","oxysterol-binding protein-related protein 3A"
"100788567","LOC100788567","GLYMA_01G231000","ethylene-responsive transcription factor ERF022"
"100802739","HSF-06","GLYMA_03G135800, GmHSF-06","heat stress transcription factor 6"
"100796450","LOC100796450","GLYMA_08G024600","DCD (development and cell death) domain-containing protein"
"100305620","LOC100305620","GLYMA_07G031000","hypothetical protein"
"100306423","LOC100306423","GLYMA_07G216400","uncharacterized LOC100306423"
"100809088","LOC100809088","","probable F-box protein At4g22030"
"100789782","LOC100789782","GLYMA_08G179700","cationic peroxidase 2-like"
NA,".",NA,NA
"100789537","LOC100789537","GLYMA_20G186500","transcription factor HHO3"
"100811963","LOC100811963","GLYMA_19G100000","GEm-Related 5-like protein"
"7157","ACS","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
"100806690","LOC100806690","GLYMA_06G072500","coiled-coil domain-containing protein 93"
NA,".",NA,NA
"100791751","LOC100791751","GLYMA_17G014100","uncharacterized LOC100791751"
"100811355","LOC100811355","GLYMA_08G301600","uncharacterized LOC100811355"
"100805954","LOC100805954","GLYMA_11G077300","calcium-dependent protein kinase 28"
"100785561","LOC100785561","GLYMA_09G216400","probable LRR receptor-like serine/threonine-protein kinase At3g47570"
"100802362","LOC100802362","GLYMA_18G290100","CASP-like protein 4D1"
"100794824","LOC100794824","GLYMA_05G059300","putative glucuronosyltransferase PGSIP8"
"100779485","GSRLCK","GLYMA_17G117800","receptor-like cytoplasmic serine/threonine protein kinase GsRLCK"
"547563","LOC547563","GLYMA_16G215100","resistance protein MG13"
"100814286","LOC100814286","GLYMA_10G290500","F-box protein At2g39490"
"547936","GSTU47","GLYMA_15G251500, GST, GST2","glutathione transferase"
"100797572","LOC100797572","GLYMA_02G055500","U-box domain-containing protein 5"
"100791756","LOC100791756","GLYMA_09G236800","probable calcium-binding protein CML46"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100809266","LOC100809266","GLYMA_18G082300","disease resistance protein RPM1"
"100816416","LOC100816416","GLYMA_10G118900","ethylene-responsive transcription factor ERF105"
"100781337","LOC100781337","GLYMA_12G186800","F-box protein At2g27310"
"100306409","LOC100306409","GLYMA_02G088900","alpha-amylase inhibitor/lipid transfer/seed storage family protein"
"100775465","LOC100775465","GLYMA_12G117000","ethylene-responsive transcription factor 9"
"100798221","LOC100796618","","probable receptor-like protein kinase At1g67000-like"
"100775893","LOC100775893","GLYMA_15G132800","berberine bridge enzyme-like 21"
NA,".",NA,NA
"100817877","LOC100817877","GLYMA_12G216100v4","chitin-inducible gibberellin-responsive protein 1-like"
"100819364","LOC100819364","GLYMA_07G045600","1-phosphatidylinositol-3-phosphate 5-kinase FAB1B"
"102660467","LOC102660467","GLYMA_14G118500","uncharacterized LOC102660467"
"100792142","LOC100792142","GLYMA_11G209681v4","trans-cinnamate:CoA ligase, peroxisomal"
"100788426","LOC100788426","GLYMA_10G295200","uncharacterized LOC100788426"
"100778560","LOC100778560","GLYMA_14G061200","nematode resistance protein-like HSPRO2"
"100789792","HSF-05","GLYMA_01G143500, GMHSF-05","heat stress transcription factor 5"
NA,".",NA,NA
"100792189","LOC100792189","GLYMA_05G209000","BTB/POZ domain-containing protein At5g41330"
"100797629","LOC100797629","GLYMA_12G238700","transcription factor bHLH130"
"100809839","LOC100809839","GLYMA_19G199300","E3 ubiquitin-protein ligase PUB22"
NA,".",NA,NA
NA,".",NA,NA
"100781727","LOC100781727","GLYMA_04G036700","transcription factor MYB77"
"100805348","LOC100805348","GLYMA_17G081200","truncated transcription factor CAULIFLOWER A"
"112998383","LOC112998383","","putative calcium-binding protein CML19"
"100803957","LOC100803957","GLYMA_10G186700","early nodulin-75-like"
"100500484","LOC100500484","GLYMA_03G045600","dirigent-like protein"
"100804403","LOC100804403","GLYMA_06G190800","WRKY transcription factor 72A"
NA,".",NA,NA
"100794209","LOC100794209","GLYMA_09G269500","bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like"
"100815477","LOC100815477","GLYMA_08G189500","seed linoleate 9S-lipoxygenase"
NA,".",NA,NA
"102670348","LOC102670348","GLYMA_13G266800","uncharacterized LOC102670348"
"106794186","LOC106794186","GLYMA_13G352800","LRR receptor-like serine/threonine-protein kinase IOS1"
NA,".",NA,NA
"100809117","LOC100809117","GLYMA_18G214000","probable serine/threonine-protein kinase PBL1"
"100814504","LOC100814504","GLYMA_04G208300, NAC69","NAC transcription factor"
"100781132","LOC100781132","GLYMA_18G271400","receptor-like protein kinase ANXUR2"
"100791015","LOC100791015","GLYMA_01G019200","phosphoenolpyruvate carboxykinase (ATP) 1"
"100782320","LOC100782320","GLYMA_15G253500","cold-responsive protein kinase 1"
NA,".",NA,NA
"100787393","LOC100787393","GLYMA_11G022800","uncharacterized LOC100787393"
"100800161","LOC100800161","GLYMA_08G130800","E3 ubiquitin-protein ligase RGLG5"
"100820369","LOC100820369","GLYMA_04G225500","protein RESPONSE TO LOW SULFUR 3"
"100811969","LOC100811969","GLYMA_19G200200","E3 ubiquitin-protein ligase PUB22"
NA,".",NA,NA
"100803537","LOC100803537","GLYMA_16G189400","transcription factor LAF1"
"100792874","LOC100792874","GLYMA_12G060700","E3 ubiquitin-protein ligase RDUF2"
"100782327","LOC100782327","GLYMA_08G328800","disease resistance protein RPM1"
"100813457","LOC100813457","GLYMA_05G185500","neutral/alkaline invertase 3, chloroplastic"
"100806112","LOC100806112","GLYMA_19G198000","HVA22-like protein j"
"100811198","LOC100811198","GLYMA_08G170700","cysteine-rich and transmembrane domain-containing protein WIH1"
"100787734","LOC100787734","GLYMA_19G124600","alpha-L-arabinofuranosidase 1"
"100817981","LOC100817981","GLYMA_09G179900","heavy metal-associated isoprenylated plant protein 16"
"102670105","LOC102670105","GLYMA_05G215700","uncharacterized LOC102670105"
"100807466","DIR22","GLYMA_01G127200, GmDIR22","dirigent protein 22"
"100818208","LOC100818208","GLYMA_19G057500","12-oxophytodienoate reductase 2"
"100499697","LOC100499697","","uncharacterized LOC100499697"
"100802260","LOC100802260","GLYMA_05G080500","phosphoglycerate mutase-like protein 4"
"100788976","LOC100788976","GLYMA_19G224600","transcription factor MYB61"
"100778253","LOC100778253","GLYMA_02G158700","bifunctional dihydroflavonol 4-reductase/flavanone 4-reductase-like"
"100780305","LOC100780305","GLYMA_06G079500","uncharacterized LOC100780305"
"100799978","LOC100799978","GLYMA_15G108700","5'-adenylylsulfate reductase 3, chloroplastic"
"100527032","LOC100527032","GLYMA_02G017100","indole-3-acetic acid-induced protein ARG2-like"
"100778149","LOC100778149","GLYMA_01G211800, IFR2","NmrA-like family domain-containing protein"
"100801924","LOC100801924","GLYMA_06G290000","ethylene-responsive transcription factor 9"
"106797139","LOC106797139","GLYMA_18G270700","receptor-like protein kinase FERONIA"
"100778162","WRKY76","GLYMA_06G142000","WRKY transcription factor 76"
"829036","IQD25","AT4G29150, F19B15.180, F19B15_180, IQ-domain 25","IQ-domain 25"
"100781293","LOC100781293","GLYMA_10G201200","protein PSK SIMULATOR 3"
"100806530","LOC100806530","GLYMA_06G310100","probable carboxylesterase 15"
"100798588","LOC100798588","GLYMA_08G201300","ABC transporter G family member 36"
"100784113","LOC100784113","GLYMA_16G122700","aspartyl protease family protein"
"100818534","LOC100818534","GLYMA_02G269600v4, WBb98N11.2","protein LYK5"
"100799343","LOC100799343","GLYMA_18G193400","laccase-7"
NA,".",NA,NA
"100796868","LOC100796868","GLYMA_10G069500","putative leucine-rich repeat protein kinase family protein"
NA,".",NA,NA
"100794402","LOC100794402","GLYMA_10G266300","uncharacterized LOC100794402"
"35588","AOX3","Dmel_CG34392, CG15235, CG3427, CG34392, D-EPAC, D-Epac, Dm_2R:10367, Dmel\CG34392, Dmel_CG15235, Dmel_CG3427, epac","Exchange protein directly activated by cAMP"
"7157","MAPK1","BCC7, BMFS5, LFS1, P53, TRP53","tumor protein p53"
"102660563","LOC102660563","GLYMA_05G154900","uncharacterized LOC102660563"
NA,".",NA,NA
"100526906","LOC100526906","GLYMA_05G225900","uncharacterized LOC100526906"
"100783889","LOC100783889","GLYMA_05G001500","uncharacterized LOC100783889"
NA,".",NA,NA
"100782846","LOC100782846","GLYMA_14G171800","TPR repeat-containing thioredoxin TTL1"
"100779957","LOC100779957","GLYMA_06G113100","uncharacterized protein At4g08330, chloroplastic"
"100808399","LOC100808399","GLYMA_03G138000","calcium-dependent protein kinase 32"
"100527902","LOC100527902","GLYMA_10G261200","BSP domain-containing protein"
"100037460","LOC100037460","GLYMA_02G257200","phosphatidylinositol-specific phospholipase C"
"100780722","LOC100780722","GLYMA_16G148600","nudix hydrolase 12, mitochondrial"
"100803045","LOC100803045","GLYMA_02G134500","uncharacterized LOC100803045"
"100306251","LOC100306251","GLYMA_08G039700","uncharacterized LOC100306251"
"100806025","LOC100806025","GLYMA_07G015800","ABC transporter G family member 36"
"100794711","LOC100794711","GLYMA_01G172700","phenylcoumaran benzylic ether reductase TP7"
"100819184","LOC100819184","GLYMA_14G048900","1-aminocyclopropane-1-carboxylate oxidase-like"
"100815453","LOC100815453","GLYMA_07G142600","laccase-7"
"100814522","LOC100814522","GLYMA_20G227300","uncharacterized LOC100814522"
NA,".",NA,NA
"100788151","LOC100788151","GLYMA_06G175100","leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1"
NA,".",NA,NA
NA,".",NA,NA
"112998406","LOC112998406","GLYMA_11G105700","PI-PLC X-box domain-containing protein"
NA,".",NA,NA
"547659","LOC547659","GLYMA_01G172600, GmIFR, IFR1","NADPH:isoflavone reductase"
"100526983","LOC100526983","GLYMA_18G191600","uncharacterized LOC100526983"
"100527585","LOC100527585","GLYMA_02G133200","uncharacterized LOC100527585"
"100306006","LOC100306006","GLYMA_15G256300","uncharacterized LOC100306006"
NA,".",NA,NA
"547660","LOC547660","GLYMA_18G220600","2'-hydroxydihydrodaidzein reductase"
"100813883","LOC100813883","GLYMA_16G212600","putative GEM-like protein 8"
"100799846","LOC100799846","GLYMA_02G208200","protein PHOSPHATE-INDUCED 1"
"100813334","LOC100812799","","ankyrin repeat and KH domain-containing protein 1-like"
"100797606","LOC100797606","GLYMA_19G009100","formate dehydrogenase, mitochondrial-like"
"100805151","LOC100805151","GLYMA_01G030300","protein bfr2"
"100791093","LOC100791093","GLYMA_11G239900","uncharacterized LOC100791093"
"100788258","LOC100788258","GLYMA_10G281600","uncharacterized LOC100788258"
"100795866","LOC100795866","GLYMA_20G070000","ethylene-responsive transcription factor ERF105"
"100796207","LOC100796207","GLYMA_20G012900","uncharacterized protein At4g06744"
"100806975","LOC100806975","GLYMA_10G006600, GMMYB29A1","transcription factor MYB4"
"100816766","LOC100816766","GLYMA_11G000800","putative cyclase"
"100811344","LOC100811344","GLYMA_14G223200","4-coumarate--CoA ligase-like 5"
NA,".",NA,NA
NA,".",NA,NA
"100305684","LOC100305684","GLYMA_15G057500","uncharacterized LOC100305684"
"100780830","LOC100780830","GLYMA_01G074500","uncharacterized LOC100780830"
"100788619","LOC100788619","GLYMA_19G008300","quinone oxidoreductase-like protein At1g23740, chloroplastic-like"
"100807221","LOC100807221","GLYMA_13G208000","probable aspartic proteinase GIP2"
"100783281","AMT2.2","GLYMA_18G204800, GmAMT2.2","ammonium transporter AMT2.2"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100816043","LOC100816043","GLYMA_17G014500","uncharacterized LOC100816043"
"106794104","LOC106794104","GLYMA_09G281800","isoliquiritigenin 2'-O-methyltransferase"
NA,".",NA,NA
"112999626","LOC112999626","GLYMA_15G249800","VQ motif-containing protein 1"
"100792288","LOC100792288","GLYMA_02G024000","TMV resistance protein N-like"
"100784784","LOC100784784","GLYMA_13G123100","ethylene-responsive transcription factor 1-like protein"
"100527030","LOC100527030","GLYMA_11G040600","C2 domain-containing protein"
"100780402","LOC100780402","GLYMA_18G256500","WRKY transcription factor 72A"
NA,".",NA,NA
"100807643","LOC100807643","","ethylene-responsive transcription factor 2-like"
NA,".",NA,NA
"100818203","LOC100818203","GLYMA_18G110200","aspartyl protease family protein 2"
"100806788","LOC100806788","GLYMA_10G257900, STF-2","zinc finger protein ZAT10"
"100500291","LOC100500291","GLYMA_05G107500","VQ motif-containing protein"
"100305390","LOC100305390","GLYMA_01G203500","NAK-type protein kinase"
"100527605","LOC100527605","GLYMA_11G152000","uncharacterized LOC100527605"
"100775518","LOC100775518","GLYMA_07G173000","G-type lectin S-receptor-like serine/threonine-protein kinase At1g34300"
NA,".",NA,NA
"100799367","LOC100799367","GLYMA_19G127800","probable mediator of RNA polymerase II transcription subunit 26b"
"100777197","LOC100777197","GLYMA_10G115500","cytochrome P450 71D8-like"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"548010","1-3-1A","GLYMA_10G277800, MYB69","syringolide-induced protein 1-3-1A"
NA,".",NA,NA
"100811310","PHO1-H9","GLYMA_20G032400, GmaPHO1;H9, PHO1","PHO1 family protein"
NA,".",NA,NA
"827885","PUB8","AT4G21350, B80, T6K22.80, T6K22_80, plant U-box 8","plant U-box 8"
NA,".",NA,NA
"100305807","LOC100305807","GLYMA_11G105800","uncharacterized LOC100305807"
"100819302","LOC100819302","GLYMA_19G069400","rust resistance kinase Lr10"
"100801545","LOC100801545","GLYMA_05G133100","E3 ubiquitin-protein ligase UPL1"
NA,".",NA,NA
"100777578","LOC100777578","GLYMA_11G085300","probable serine/threonine-protein kinase PIX13"
"100500655","LOC100500655","GLYMA_14G080200","uncharacterized LOC100500655"
"100819630","LOC100819630","GLYMA_18G044900","trans-cinnamate:CoA ligase, peroxisomal"
"80279","HSF-27","C53, HSF-27, IC53, LZAP, MST016, OK/SW-cl.114, PP1553","CDK5 regulatory subunit associated protein 3"
"100796005","LOC100796005","GLYMA_03G029600","auxin-responsive protein SAUR36"
NA,".",NA,NA
"100780924","LOC100780924","GLYMA_09G282600","uncharacterized protein At5g23160"
"547668","LOC547668","GLYMA_15G042000, NDX1","nodulin homeobox"
NA,".",NA,NA
NA,".",NA,NA
"100527689","LOC100527689","GLYMA_12G225200","VQ motif-containing protein 19"
"100811009","LOC100811009","GLYMA_08G307600","aspartyl protease family protein 2"
"100779830","LOC100779830","GLYMA_01G245200","tetratricopeptide repeat protein SKI3"
"547622","DREB1-like","GLYMA_09G147200, CBF, DREB1","CRT binding factor 1"
NA,".",NA,NA
NA,".",NA,NA
"112997603","LOC112997603","GLYMA_17G179200v4","probable disease resistance protein At5g66900"
"100794580","PHO1-H5","GLYMA_10G183300, GmaPHO1;H5, PHO1","PHO1 family protein"
NA,".",NA,NA
NA,".",NA,NA
"100793782","LOC100793782","GLYMA_13G133000","zinc finger protein ZAT11"
"100785963","LOC100785963","GLYMA_19G065800","putative aminoacrylate hydrolase RutD"
"100820139","LOC100820139","GLYMA_10G054700","transcription factor RAX2"
"100305647","LOC100305647","GLYMA_13G279500","uncharacterized LOC100305647"
"100778239","LOC100778239","GLYMA_01G048400","ribonuclease 3"
"106799623","LOC106799623","","extensin-2-like"
"100783253","LOC100783253","GLYMA_17G247700","protein DA1"
"100813836","LOC100813836","GLYMA_06G315100","phospholipid-transporting ATPase 1"
"100807120","LOC100807120","GLYMA_17G126400","BTB/POZ and TAZ domain-containing protein 1"
"100790619","LOC100790619","GLYMA_13G087500","probable glucan 1,3-beta-glucosidase A"
"100819591","LOC100819591","GLYMA_17G145900","phospholipase A1-Ibeta2, chloroplastic"
NA,".",NA,NA
"100789386","CYP82A3","GLYMA_13G068800","cytochrome P450 82A3-like"
"100797371","LOC100797371","GLYMA_09G048900","isoflavone 2'-hydroxylase"
"100783731","LOC100783731","GLYMA_06G063900","uncharacterized LOC100783731"
"100796271","LOC100796271","GLYMA_15G044400","ethylene-responsive transcription factor RAP2-7"
NA,".",NA,NA
"100776878","CYP93A1","GLYMA_03G143700, D6aH","3,9-dihydroxypterocarpan 6A-monooxygenase"
"851752","HIR3","YDR172W, GST1, PNM2, SAL3, SUF12, SUP2, SUP36","translation termination factor GTPase eRF3"
"100791726","LOC100791726","GLYMA_08G199300","inositol oxygenase 1"
"100808473","LOC100808473","GLYMA_13G342800","glucose--fructose oxidoreductase"
"100791604","LOC100791604","GLYMA_03G000600","bifunctional protein FolD 1, mitochondrial"
NA,".",NA,NA
"100306379","LOC100306379","GLYMA_06G266700","TRX domain-containing protein"
"102662076","LOC102662076","GLYMA_03G032300","putative cysteine-rich receptor-like protein kinase 35"
"100527479","LOC100527479","GLYMA_11G030300","uncharacterized LOC100527479"
NA,".",NA,NA
"100816907","LOC100816907","GLYMA_17G251200","U-box domain-containing protein 5"
NA,".",NA,NA
"548031","LOC548031","GLYMA_05G161400, GSTU16","glutathione S-transferase GST 20"
"100810137","LOC100810137","GLYMA_16G195600","cytochrome P450 736A117"
NA,".",NA,NA
"100804867","LOC100804867","GLYMA_11G137300","E3 ubiquitin-protein ligase RDUF2"
"100798636","LOC100798636","GLYMA_18G287700","heat shock cognate 70 kDa protein 2"
"100817162","LOC100817162","GLYMA_04G102600","sugar transport protein 5"
"100787246","PT11C","GLYMA_11G210500, GmPT11c","prenyltransferase family protein PT11c"
NA,".",NA,NA
NA,".",NA,NA
"100798875","LOC100798875","GLYMA_05G178200","calmodulin-binding transcription activator 1"
"100527589","LOC100527589","GLYMA_18G289900","uncharacterized LOC100527589"
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
NA,".",NA,NA
"100785696","LOC100785696","GLYMA_15G271900","transcription factor bHLH130"
