"number","t_id","t_name","num_exons","length","gene_id","gene_name","ctr_rep1+1","ctr_rep2+1","ctr_rep3+1","average control+1","t20_rep1+1","t20_rep2+1","t20_rep3+1","average t20+1","t40_rep1+1","t40_rep2+1","t40_rep3+1","average t40+1","FC average t20/control","log2FC t20","pvalue t20","FC average t40","log2FCt40","pvalue t40"
106679,106679,"rna-NM_001254565.3",1,835,"MSTRG.36052","LOC100810725",1,1.051478,1.754472,1.26865,10.458706,1.704922,7.110359,6.424662333,11.505441,6.586561,9.59093,9.227644,5.064172414,2.340326523,0.114445862,7.27359319,2.862668238,0.010456505
73426,73426,"rna-NM_001254140.2",1,1260,"MSTRG.24784","LOC100819866",1.57947,1.45907,1.932841,1.657127,11.582501,2.422845,5.904512,6.636619333,12.823113,10.914029,12.10805,11.94839733,4.004894817,2.001764353,0.135963838,7.210308763,2.850061041,0.045314511
83742,83742,"MSTRG.28421.8",10,1787,"MSTRG.28421",".",1,1,1.211093,1.070364333,5.217174,4.447706,5.460172,5.041684,10.287127,1,11.525207,7.604111333,4.710250373,2.235803748,0.000222704,7.10422713,2.828677707,0.025355627
100221,100221,"MSTRG.33984.3",19,2606,"MSTRG.33984",".",1.819584,1.000622,1,1.273402,14.076197,1.00107,1,5.359089,12.567692,1,13.556022,9.041238,4.208481689,2.07329984,0.40246498,7.100065808,2.827832397,0.047613374
93157,93157,"MSTRG.31558.3",5,2033,"MSTRG.31558",".",1,1,1,1,3.518275,1,2.98086,2.499711667,14.594458,1,5.622938,7.072465333,2.499711667,1.321761695,0.121760689,7.072465333,2.8222132,0.039435985
116211,116211,"MSTRG.39210.4",2,1469,"MSTRG.39210",".",1.336617,2.122532,1.031564,1.496904333,7.050608,4.066976,6.890236,6.002606667,9.890065,12.540223,9.279598,10.569962,4.010013555,2.003607113,0.011610971,7.061214112,2.819916263,0.033652678
64746,64746,"rna-XM_003538010.5",1,1116,"MSTRG.22158","LOC100799023",1.462141,1.283867,1.240463,1.328823667,9.346822,2.072185,6.384091,5.934366,7.134564,8.117402,12.843541,9.365169,4.46587922,2.158944234,0.094795435,7.047713879,2.817155355,0.035836293
40154,40154,"rna-XM_014777566.3",4,1512,"MSTRG.13562","FWL2",1.165051,1.353555,1.301481,1.273362333,12.237398,3.001144,8.088532,7.775691333,14.164354,6.470343,6.163245,8.932647333,6.106424801,2.610327956,0.071670418,7.015008299,2.810444811,0.003440578
10129,10129,"MSTRG.3407.1",1,958,"MSTRG.3407",".",1.665659,1.426256,1.140154,1.410689667,7.096663,2.9277,7.592247,5.872203333,8.192313,8.187245,13.198288,9.859282,4.162647159,2.057501276,0.039925599,6.988980093,2.805081937,0.044110672
56611,56611,"MSTRG.19285.2",16,4435,"MSTRG.19285",".",1.29368,1.048917,1.32043,1.221009,12.809747,2.844221,1.711975,5.788647667,9.780156,9.748107,6.0653,8.531187667,4.740872235,2.245152513,0.264970479,6.986998185,2.804672766,0.009375268
116220,116220,"rna-XM_003555956.4",7,2240,"MSTRG.39211","CRK71",1,1,1.542225,1.180741667,3.743068,2.489645,4.730047,3.654253333,12.111981,5.839015,6.691113,8.214036333,3.094879631,1.6298833,0.021290271,6.956675251,2.798397975,0.034407158
74640,74640,"MSTRG.25203.1",2,1480,"MSTRG.25203",".",1.787575,1.990009,1.559449,1.779011,8.935648,5.825351,13.457385,9.406128,8.964126,11.678494,16.233775,12.29213167,5.28727928,2.402525533,0.0263686,6.909531009,2.78858779,0.041425001
44302,44302,"MSTRG.15137.1",15,2328,"MSTRG.15137",".",1,1,1,1,1,9.781155,1,3.927051667,1,8.278765,11.442083,6.906949333,3.927051667,1.973446579,0.373900966,6.906949333,2.788048641,0.042351431
73841,73841,"rna-NM_001251502.2",1,2947,"MSTRG.24907","LOC100305387",1.990948,1.215559,2.054264,1.753590333,9.016617,2.76961,10.876101,7.554109333,8.465495,15.592125,11.758816,11.938812,4.307795949,2.106949914,0.078369242,6.808210433,2.76727563,0.040009474
4916,4916,"rna-NM_001354195.1",3,1322,"MSTRG.1650","WRKY12",1.067695,1.197696,1.413353,1.226248,11.051316,2.120402,10.402281,7.857999667,12.144054,4.147129,8.42497,8.238717667,6.408165124,2.679911323,0.0824524,6.718639025,2.74816902,0.000578627
644,644,"MSTRG.277.2",15,3272,"MSTRG.277",".",1,1,1,1,12.400942,3.168821,2.912155,6.160639333,2.278091,13.512734,4.35955,6.716791667,6.160639333,2.623080077,0.17357148,6.716791667,2.747772282,0.00262436
49864,49864,"rna-XM_003535030.5",19,3226,"MSTRG.16984","LOC100779499",1,1,1,1,6.203626,1,5.860194,4.354606667,6.530857,6.02324,7.403408,6.652501667,4.354606667,2.122542412,0.116579515,6.652501667,2.733896967,0.004988388
65910,65910,"rna-XM_041006502.1",1,1462,"MSTRG.22502","LOC121173010",1.55714,1.425778,1.844332,1.609083333,10.439564,2.34193,5.554048,6.111847333,11.247335,10.03121,10.717334,10.665293,3.798341084,1.925369463,0.128738503,6.6281794,2.728612651,0.042032158
27122,27122,"rna-XM_003524994.5",1,708,"MSTRG.9157","LOC100787601",1.437198,1.667434,3.687377,2.264003,18.478891,3.880528,18.962334,13.77391767,14.877282,12.413147,17.509527,14.93331867,6.083877833,2.604991183,0.082759104,6.595980072,2.72158704,0.040177859
5068,5068,"rna-XM_003517492.4",1,853,"MSTRG.1707","LOC100788567",1.452927,1.856163,1.376096,1.561728667,21.265238,4.847123,22.528851,16.21373733,7.012833,9.006341,14.766604,10.261926,10.38191696,3.376000948,0.061854066,6.570876374,2.716085799,0.002343414
96362,96362,"rna-XM_014769489.3",1,1535,"MSTRG.32549","LOC100809088",1.307519,1.107158,2.67734,1.697339,10.9544,2.393298,7.498769,6.948822333,10.708373,11.941676,10.689981,11.11334333,4.093950786,2.03349376,0.10704756,6.547509561,2.710946261,0.040649207
10299,10299,"MSTRG.3479.1",4,2241,"MSTRG.3479",".",1.163194,1,1.044947,1.069380333,6.074825,1.783112,6.697307,4.851748,4.933767,7.214845,8.766978,6.971863333,4.536971411,2.181729569,0.070655776,6.51953577,2.70476924,0.009750131
117260,117260,"rna-XM_003556218.5",5,1712,"MSTRG.39593","LOC100789537",3.395387,2.290742,2.399475,2.695201333,24.576586,6.851019,16.242975,15.89019333,17.725086,19.166582,15.820829,17.57083233,5.895735186,2.559671726,0.061906079,6.51930233,2.704717581,0.04650303
41901,41901,"rna-NM_001249212.2",4,2079,"MSTRG.14208","ACS",1.458427,1.413167,1.317335,1.396309667,8.98576,2.673283,7.994778,6.551273667,8.963042,8.013061,10.215579,9.063894,4.69184868,2.230156485,0.058215944,6.491320811,2.698512058,0.017275104
30266,30266,"rna-XM_006581322.4",11,1442,"MSTRG.10324","LOC100806690",1.055965,1.073737,1.03033,1.053344,6.731833,6.761791,6.267352,6.586992,7.663525,5.912879,6.882559,6.819654333,6.253410092,2.644643131,4.23e-06,6.474289817,2.694721948,9.78e-06
47939,47939,"rna-XM_003530655.5",1,803,"MSTRG.16318","LOC100811355",1,1,1,1,2.76924,1.058979,3.655819,2.494679333,5.313109,6.014171,8.008452,6.445244,2.494679333,1.318854383,0.121381959,6.445244,2.688234976,0.047159112
117838,117838,"MSTRG.39812.1",1,2640,"MSTRG.39812",".",2.025598,1.893286,1.792756,1.90388,21.504259,3.603681,6.249498,10.45247933,19.857615,8.631452,8.280243,12.25643667,5.490093563,2.456830736,0.200207548,6.437609865,2.686525149,0.026121214
45656,45656,"rna-XM_003531577.4",12,4634,"MSTRG.15627","LOC100784827",1,1,1,1,8.45544,5.877608,1,5.111016,1,10.241037,7.976108,6.405715,5.111016,2.353610108,0.13319576,6.405715,2.679359612,0.002674803
7086,7086,"rna-XM_041011589.1",2,1037,"MSTRG.2473","LOC102665310",1.289786,1,1.939486,1.409757333,14.706067,2.033904,16.648724,11.129565,17.640907,4.157778,5.120122,8.972935667,7.894667215,2.980878453,0.101652064,6.364879584,2.67013322,0.007419482
36619,36619,"rna-XM_006583124.3",12,6870,"MSTRG.12433","LOC100819364",1.003561,1,1.000274,1.001278333,4.616925,1.02797,1,2.214965,6.914114,7.378047,4.734471,6.342210667,2.212137151,1.145440834,0.369392492,6.334113561,2.663142733,0.046288389
84202,84202,"rna-XM_006596200.4",1,1418,"MSTRG.28530","LOC102660467",1.848099,1.287877,2.74144,1.959138667,17.45643,2.676482,8.729609,9.620840333,15.484858,9.66298,12.062886,12.40357467,4.910750064,2.295943397,0.150139899,6.331136677,2.662464541,0.034197624
111939,111939,"rna-XM_003554416.5",1,1626,"MSTRG.37793","LOC100809839",1,1.171744,1.03292,1.068221333,3.534641,1.247409,3.140722,2.640924,7.265792,6.004373,6.80469,6.691618333,2.472262927,1.305832183,0.090457609,6.264262027,2.64714456,0.040647362
65535,65535,"rna-XM_026124430.2",1,704,"MSTRG.22415","LOC112998383",1,1,1.038144,1.012714667,2.820358,1.378412,4.199752,2.799507333,3.861359,6.876584,8.093801,6.277248,2.764359425,1.466945209,0.09333563,6.198436938,2.631904457,0.039785829
94812,94812,"MSTRG.31989.2",17,2894,"MSTRG.31989",".",1,1,1,1,1,6.670907,10.916218,6.195708333,1,14.176495,3.315634,6.164043,6.195708333,2.63126923,0.144743577,6.164043,2.623876926,0.011464687
622,622,"rna-XM_003517077.5",13,2330,"MSTRG.266","LOC100791015",1.495583,1.576205,3.372081,2.147956333,10.258305,4.079923,15.118589,9.818939,18.119568,9.083748,12.037292,13.08020267,4.571293582,2.192602476,0.077781771,6.089603624,2.606348325,0.047875086
22314,22314,"rna-XM_003523252.5",1,720,"MSTRG.7530","LOC100820369",2.179668,2.624059,4.530619,3.111448667,49.528473,16.061128,58.295124,41.29490833,12.57924,16.812393,27.263201,18.88494467,13.27192339,3.730305559,0.041446262,6.069502245,2.601578207,0.015555113
111956,111956,"rna-XM_003554420.4",1,1634,"MSTRG.37800","LOC100811969",1.02631,1.19721,1.049084,1.090868,3.129759,1.362038,3.211251,2.567682667,6.791346,6.03632,7.032963,6.620209667,2.353797771,1.234990375,0.07133338,6.068754118,2.601400369,0.047048015
48981,48981,"rna-XM_006586173.4",3,1442,"MSTRG.16677","LOC102667868",2.085887,1.498406,1.505061,1.696451333,18.880579,2.975236,13.935959,11.93059133,21.291372,3.909429,5.599064,10.26662167,7.032675267,2.814073603,0.09519515,6.051822101,2.597369579,0.013071867
27318,27318,"rna-XM_014775773.3",7,2353,"MSTRG.9235","LOC100813457",1,1,1,1,4.826643,4.859702,1,3.562115,4.835933,5.452931,7.820372,6.036412,3.562115,1.832734093,0.116123881,6.036412,2.593691277,0.017646898
92961,92961,"MSTRG.31488.19",4,1137,"MSTRG.31488",".",1.039375,1.016324,1.035792,1.030497,5.009445,2.508534,1.119232,2.879070333,2.435046,7.245754,8.930254,6.203684667,2.793865808,1.482262728,0.179676695,6.020089983,2.589785051,0.049513139
28019,28019,"rna-XM_006580469.4",1,680,"MSTRG.9468","LOC102670105",1.379333,1.252429,1.315924,1.315895333,4.33451,2.071411,4.55074,3.652220333,4.234854,11.250303,8.220136,7.901764333,2.775464158,1.472729062,0.042239785,6.004857784,2.586130078,0.047634676
112445,112445,"rna-XM_003553643.5",3,1762,"MSTRG.38012","LOC100788976",1.365579,1,1.314364,1.226647667,10.752289,2.348622,1.714971,4.938627333,10.912827,6.623784,4.439473,7.325361333,4.026117252,2.009389188,0.271817437,5.971854453,2.578179004,0.0180423
107070,107070,"rna-XM_014770885.3",1,3471,"MSTRG.36197","LOC106797139",1.160437,1.061878,1.47906,1.233791667,4.522492,1.588286,4.060159,3.390312333,8.3975,6.841091,6.756628,7.331739667,2.74788072,1.458319381,0.078918699,5.942445441,2.571056753,0.03895609
35217,35217,"rna-XM_003527469.5",1,1574,"MSTRG.11946","LOC100806530",1.191102,1.081927,1.3411,1.204709667,3.618232,1.389905,6.156022,3.721386333,6.508793,7.757505,7.158403,7.141567,3.089031686,1.62715467,0.142022043,5.928039922,2.567555163,0.027611551
15634,15634,"MSTRG.5257.4",5,802,"MSTRG.5257",".",1,1.182327,1,1.060775667,1,30.417154,1,10.805718,1,1.065577,16.774531,6.280036,10.18661941,3.348603445,0.376578414,5.920230069,2.565653242,0.030751485
94177,94177,"rna-NM_001371802.1",10,2020,"MSTRG.31780","LOC100784113",1.550229,1.204016,3.808411,2.187552,20.790493,3.629533,8.648865,11.02296367,18.855799,8.499865,11.474722,12.943462,5.038949322,2.333122947,0.161955962,5.916870548,2.564834331,0.040744843
43841,43841,"MSTRG.14956.6",3,1545,"MSTRG.14956",".",1.127781,1.127951,1.262571,1.172767667,3.441693,1.715957,6.248631,3.802093667,7.851722,5.200218,7.704726,6.918888667,3.241983706,1.69687684,0.117514182,5.899624335,2.560623092,0.025463835
42777,42777,"MSTRG.14562.2",9,3380,"MSTRG.14562",".",1.1354,2.500753,1.785755,1.807302667,11.234041,10.115938,6.237988,9.195989,12.783895,10.286798,8.871347,10.64734667,5.088239601,2.347166608,0.009149465,5.891291406,2.558583916,0.019219886
81674,81674,"rna-NM_001255906.3",4,1191,"MSTRG.27815","LOC100819184",1,1.047949,1,1.015983,2.74183,1.049706,3.349268,2.380268,5.602303,4.707652,7.257808,5.855921,2.342822665,1.228247757,0.118471662,5.763798213,2.527019829,0.0473773
32594,32594,"rna-XM_003526935.4",1,2265,"MSTRG.11193","LOC100788151",1.265476,1.094889,1.663613,1.341326,6.659057,1.733963,5.892768,4.761929333,7.41214,7.149348,8.513302,7.691596667,3.550165533,1.827886294,0.090394014,5.7343231,2.519623196,0.027433147
25231,25231,"MSTRG.8535.1",5,4120,"MSTRG.8535",".",1,1,1,1,3.924573,1.452322,3.948472,3.108455667,4.227134,7.644172,5.321386,5.730897333,3.108455667,1.636198003,0.063564501,5.730897333,2.518761051,0.010280925
94950,94950,"rna-XM_003548039.5",3,1598,"MSTRG.32043","LOC100791196",1,1,1.691891,1.230630333,18.481194,6.534481,8.813194,11.27628967,10.862761,3.46838,6.808294,7.046478333,9.163019439,3.19582308,0.052024317,5.72590984,2.517504954,0.001190541
82954,82954,"rna-XM_006595973.3",6,1310,"MSTRG.28254","LOC100791341",1,1,1,1,4.266888,10.625652,3.177391,6.023310333,8.712468,5.504737,2.772853,5.663352667,6.023310333,2.590556591,0.096582431,5.663352667,2.501656372,0.020598681
23913,23913,"rna-XM_003525084.5",3,1368,"MSTRG.8166","LOC100792365",1.049099,1.153942,1.124622,1.109221,10.42046,1.962351,1.054073,4.478961333,7.432016,1.490213,9.812758,6.244995667,4.03793413,2.013617376,0.321701193,5.630073418,2.493153736,0.029332895
618,618,"MSTRG.266.3",12,2576,"MSTRG.266",".",1.925152,1.55413,4.353483,2.610921667,92.585808,5.114671,17.23888,38.31311967,24.675018,7.980542,11.27855,14.64470333,14.67417432,3.875207424,0.262155566,5.609016737,2.487747888,0.001572536
43711,43711,"MSTRG.14906.10",11,4403,"MSTRG.14906",".",1,2.047589,1,1.349196333,13.310021,5.468719,3.19312,7.323953333,12.372182,4.971871,5.213978,7.519343667,5.42838218,2.440522296,0.124767785,5.573201974,2.478506438,0.004451702
77174,77174,"rna-XM_003542835.4",1,1892,"MSTRG.26121","LOC100807221",1.045294,1.045438,1.056726,1.049152667,5.464938,1.274975,2.016419,2.918777333,7.799694,4.682208,5.058228,5.84671,2.782032993,1.476139529,0.221119479,5.572792391,2.478400408,0.018719182
54948,54948,"rna-XM_006586598.4",4,1375,"MSTRG.18700","LOC106794104",1.277335,1.052584,1,1.109973,7.397305,2.109526,6.188488,5.231773,3.495712,5.958108,8.990386,6.148068667,4.71342366,2.236775362,0.061778856,5.538935332,2.469608695,0.011947443
91040,91040,"rna-XM_026125956.1",1,270,"MSTRG.30735","LOC112999626",1.813116,1.685099,1.366004,1.621406333,6.787469,3.01486,6.714763,5.505697333,8.964471,9.031748,8.912629,8.969616,3.39563083,1.763679619,0.036192671,5.531997635,2.46780054,0.041882712
103882,103882,"rna-XM_003553092.5",1,2558,"MSTRG.35247","LOC100818203",1.402741,1.277097,1.545329,1.408389,6.613069,2.054159,4.395871,4.354366333,7.343802,7.610117,8.336193,7.763370667,3.091735546,1.628416922,0.089177883,5.512234665,2.462637307,0.039930372
108940,108940,"MSTRG.36798.2",1,998,"MSTRG.36798",".",2.382892,1.215246,1.781843,1.793327,12.135611,2.907479,5.795927,6.946339,11.900683,6.209121,11.344755,9.818186333,3.873436914,1.953614243,0.133823635,5.474844428,2.45281797,0.046676962
57619,57619,"rna-XM_014763114.3",2,1686,"MSTRG.19512","LOC100777197",1.275325,1.099491,1.130371,1.168395667,4.741272,1.57847,1.606549,2.642097,7.320868,5.659484,6.187524,6.389292,2.26130332,1.177154521,0.233501811,5.468431783,2.451127161,0.048354637
88782,88782,"MSTRG.30185.1",1,669,"MSTRG.30185",".",1.513665,1.449335,1.76065,1.57455,4.730486,2.961194,9.149369,5.613683,6.161984,10.130393,9.535257,8.609211333,3.565261821,1.834008027,0.093473222,5.467728134,2.450941511,0.038092017
14644,14644,"MSTRG.4918.7",7,988,"MSTRG.4918",".",1.540982,1.169797,1.187003,1.299260667,3.604286,7.485972,1.435183,4.175147,9.025079,7.49801,4.711489,7.078192667,3.213479102,1.68413609,0.180308448,5.447861885,2.445690129,0.030742239
119094,119094,"rna-XR_003264285.1",1,3394,"MSTRG.40278","LOC112999106",1.097218,2.072906,1.148221,1.439448333,1.237826,1.669847,47.554371,16.82068133,17.247925,1.21531,5.03025,7.831161667,11.68550544,3.546648232,0.373604675,5.440390938,2.443710325,0.026081492
63831,63831,"rna-NM_001250031.3",1,776,"MSTRG.21792","LOC100305807",1.830829,1.855629,1.622084,1.769514,18.593218,2.537989,2.537638,7.889615,8.600679,12.530521,7.745435,9.625545,4.45863384,2.156601725,0.316635689,5.439654617,2.443515053,0.021907168
112414,112414,"rna-XM_003554538.5",3,1064,"MSTRG.37996","LOC100787396",1.444187,1.121197,1.176584,1.247322667,12.925307,2.71288,1.623597,5.753928,12.364489,3.254777,4.609707,6.742991,4.61302288,2.205712448,0.278931791,5.405971669,2.434553951,0.004745486
4448,4448,"MSTRG.1480.1",13,1740,"MSTRG.1480",".",1,1,1,1,1.771655,4.554132,7.270235,4.532007333,3.095234,4.33276,8.763422,5.397138667,4.532007333,2.180150196,0.090099198,5.397138667,2.432194755,0.015439977
86696,86696,"rna-XM_006597226.4",18,3366,"MSTRG.29373","LOC547668",1.180433,1.255775,1.117086,1.184431333,5.333899,1.116939,3.071662,3.174166667,9.017738,3.480378,6.672944,6.390353333,2.679907714,1.422183321,0.177978816,5.395292369,2.431701141,0.034286653
52262,52262,"rna-NM_001248578.2",1,1194,"MSTRG.17706","DREB1-like",1.144024,1.072001,1.202264,1.139429667,6.267394,2.324753,10.614,6.402049,4.352294,5.515735,8.479394,6.115807667,5.618643421,2.490221845,0.092846837,5.36742885,2.424231162,0.003172526
107723,107723,"MSTRG.36432.4",9,3078,"MSTRG.36432",".",1,1,1.673264,1.224421333,1,5.996174,1.989037,2.995070333,6.52504,6.444764,6.591612,6.520472,2.44611087,1.290489796,0.315365923,5.325349881,2.412876315,0.046236144
109177,109177,"rna-XM_003553793.5",11,2014,"MSTRG.36841","LOC100785963",1,1,1.388846,1.129615333,7.926048,1.907994,4.704481,4.846174333,6.285597,3.880891,7.824142,5.996876667,4.290110262,2.101014728,0.100024646,5.30877768,2.408379726,0.008833261
77417,77417,"MSTRG.26209.3",8,2262,"MSTRG.26209",".",1,1,1,1,6.241044,1,2.451442,3.230828667,1,7.816791,7.076143,5.297644667,3.230828667,1.691904246,0.226510838,5.297644667,2.40535108,0.019411166
1219,1219,"rna-XM_003517942.5",4,1076,"MSTRG.478","LOC100778239",2.217149,3.529003,1.689141,2.478431,31.638994,6.566817,3.622786,13.94286567,16.461603,11.561295,11.315013,13.112637,5.625682404,2.492028108,0.267417877,5.290700851,2.403458846,0.031461759
485,485,"MSTRG.213.4",6,2365,"MSTRG.213",".",1,1.160574,1.073778,1.078117333,2.759325,1.732652,2.342774,2.278250333,8.288402,2.646245,6.091264,5.675303667,2.113174756,1.079412081,0.016432698,5.264087213,2.396183391,0.04836956
50345,50345,"rna-XM_003533509.5",2,1796,"MSTRG.17176","LOC100797371",1.215434,1,1.127091,1.114175,5.521915,1.228297,3.406168,3.38546,6.922634,4.496578,6.154546,5.857919333,3.038535239,1.603376023,0.141213214,5.257629486,2.394412476,0.017206471
19471,19471,"rna-XM_003522723.5",10,2154,"MSTRG.6745","LOC100801328",1.032495,1.045513,1.042017,1.040008333,8.016723,1.026696,1.066102,3.369840333,8.596164,1.040806,6.738335,5.458435,3.240205127,1.696085148,0.372727471,5.248453139,2.391892284,0.015893557
23845,23845,"rna-XM_006579351.4",6,1977,"MSTRG.8138","HIR3",1.254031,1.847997,1.552453,1.551493667,26.173079,1.75243,2.500699,10.14206933,12.258572,4.687264,7.399754,8.115196667,6.536971147,2.708622329,0.344445711,5.230570282,2.38696825,0.000285821
12517,12517,"rna-XM_006577344.3",5,1121,"MSTRG.4308","LOC102662076",1.795287,1,1.352967,1.382751333,7.937694,3.326554,1.597723,4.287323667,7.705498,6.216964,7.708636,7.210366,3.100574603,1.632535603,0.202230794,5.214506635,2.38253076,0.035246253
107422,107422,"rna-XM_006602966.4",2,2187,"MSTRG.36332","LOC100798636",1,1,1.000082,1.000027333,3.309741,2.291202,3.317798,2.972913667,5.209835,6.968224,3.352761,5.17694,2.972832409,1.571838135,0.004428219,5.176798503,2.372060165,0.014074937
76048,76048,"rna-XM_003541408.5",13,1618,"MSTRG.25693","PT11C",1.068983,1,1.807432,1.292138333,5.590313,2.308629,3.578916,3.825952667,8.676623,5.433085,5.91701,6.675572667,2.960946648,1.566058495,0.062624411,5.16629876,2.369131075,0.028594279
50224,50224,"MSTRG.17125.2",16,3118,"MSTRG.17125",".",1.048895,1.059122,2.235114,1.447710333,12.49467,13.376596,1.672037,9.181101,15.179168,2.098822,5.054579,7.444189667,6.341808018,2.664894204,0.110456293,5.14204361,2.362341846,0.003699217
95268,95268,"MSTRG.32158.1",2,829,"MSTRG.32158",".",1.050494,1.024617,1.124322,1.066477667,3.15403,1.475466,3.164703,2.598066333,3.242748,6.119205,7.025801,5.462584667,2.436118837,1.284584511,0.052727821,5.122080692,2.356729981,0.044099537
68392,68392,"MSTRG.23331.6",3,1761,"MSTRG.23331",".",1,1,1,1,18.667526,4.96609,4.761378,9.464998,7.602658,4.276284,3.46214,5.113694,9.464998,3.242602201,0.139669738,5.113694,2.354365833,0.048793334
16979,16979,"MSTRG.5801.3",5,1881,"MSTRG.5801",".",1.556427,1.409691,2.094936,1.687018,13.711994,3.041253,4.28278,7.012009,7.635835,10.527892,7.646259,8.603328667,4.156451798,2.055352481,0.189811471,5.099725472,2.350419586,0.020103922
84973,84973,"rna-XM_003544235.5",6,1722,"MSTRG.28746","LOC100811511",1.357133,1.735713,2.696722,1.929856,12.223844,3.194547,5.861352,7.093247667,12.81387,8.487746,8.104907,9.802174333,3.675532095,1.877953119,0.129216629,5.079225773,2.344608604,0.048012628
56530,56530,"rna-XM_006588761.4",16,3050,"MSTRG.19259","LOC100775768",1.018,1.020455,1.019366,1.019273667,1.028017,1.037331,5.195721,2.420356333,6.115939,4.425549,4.928415,5.156634333,2.374589291,1.247678006,0.369775987,5.059126415,2.338888289,0.024574583
26048,26048,"rna-XM_006579953.4",5,2155,"MSTRG.8732","LOC100820209",1.439179,2.264802,2.004488,1.902823,14.109581,2.602407,3.730473,6.814153667,13.507169,6.518246,8.840407,9.621940667,3.581075942,1.840393113,0.251860293,5.056666157,2.338186534,0.04652886
116110,116110,"rna-XM_014772891.3",4,2446,"MSTRG.39176","LOC100818944",2.930724,1.07087,1.059487,1.687027,12.449151,11.087501,7.643661,10.39343767,8.866323,10.222948,6.387925,8.492398667,6.160801023,2.623117941,0.005046064,5.033943539,2.331689035,0.005324731
12929,12929,"rna-XM_041014359.1",12,4701,"MSTRG.4434","LOC100805036",1,1,1,1,5.045641,1,3.109113,3.051584667,6.966013,5.06495,3.040523,5.023828667,3.051584667,1.609558619,0.153907355,5.023828667,2.328787263,0.014810335
12325,12325,"rna-XM_006576343.4",1,1171,"MSTRG.4260","LOC100785788",1.40855,1.189125,1.18784,1.261838333,18.424307,2.115214,1.263773,7.267764667,12.485274,2.254146,4.27519,6.338203333,5.759663877,2.525984621,0.342686172,5.022991589,2.328546859,0.002468574
78272,78272,"MSTRG.26528.1",2,1248,"MSTRG.26528",".",1,1,1,1,1,7.134822,1,3.044940667,4.606575,6.89886,3.554851,5.020095333,3.044940667,1.606414116,0.373900966,5.020095333,2.327714762,0.008317689
102905,102905,"rna-NM_001361407.1",5,2215,"MSTRG.34909","WRKY62",1.219343,1,2.090549,1.436630667,6.966448,1.856762,2.9383,3.920503333,8.360404,6.10209,7.081579,7.181357667,2.728957013,1.448349669,0.193257129,4.998750084,2.3215674,0.048381696
86931,86931,"MSTRG.29454.1",12,2713,"MSTRG.29454",".",1.415643,3.491032,1.210614,2.039096333,17.832808,11.506474,13.772973,14.37075167,10.072421,5.480144,15.008824,10.18712967,7.047608017,2.817133685,0.003440251,4.99590407,2.320745775,0.023000513
102034,102034,"MSTRG.34572.3",12,2073,"MSTRG.34572",".",1.293429,1.265519,1.007695,1.188881,5.784603,6.071818,2.191924,4.682781667,4.947262,6.436388,6.34692,5.91019,3.938814454,1.977761457,0.049222431,4.971220837,2.313600194,0.004862039
98466,98466,"MSTRG.33389.4",4,1741,"MSTRG.33389",".",1.301128,1,1.183661,1.161596333,1.170585,8.272841,11.160213,6.867879667,10.813276,3.412441,3.095731,5.773816,5.912449506,2.563755957,0.127021338,4.970587317,2.313416328,0.014982505
37823,37823,"rna-XM_003530013.4",43,4521,"MSTRG.12881","LOC100779987",1,1,1,1,4.45515,3.177894,1,2.877681333,7.392518,1.783274,5.692136,4.955976,2.877681333,1.524906841,0.136150759,4.955976,2.309169201,0.014104592
116244,116244,"rna-XM_026127538.2",7,2203,"MSTRG.39215","LOC113000773",2.210859,1.979777,1.490554,1.89373,10.398945,3.268428,6.407366,6.691579667,14.119281,6.580873,7.310081,9.336745,3.533544733,1.821116173,0.08175268,4.930346459,2.301689029,0.047811487
92371,92371,"MSTRG.31254.4",11,2389,"MSTRG.31254",".",1,1,1,1,7.469643,1,1,3.156547667,5.417472,4.364293,4.987479,4.923081333,3.156547667,1.658347537,0.373900966,4.923081333,2.299561574,0.005011263
72001,72001,"rna-XM_041007625.1",8,2374,"MSTRG.24443","LOC100798683",1.213807,1.38698,1.12469,1.241825667,1.054372,1.233882,6.961026,3.083093333,5.821408,6.200977,6.281278,6.101221,2.482710268,1.311915909,0.396572075,4.913105891,2.296635333,0.040125256
112724,112724,"MSTRG.38122.2",16,2207,"MSTRG.38122",".",1.003838,1.294657,1.080257,1.126250667,4.670009,2.059791,3.220402,3.316734,5.674998,4.307432,6.543344,5.508591333,2.944934106,1.558235354,0.044920447,4.891088187,2.290155477,0.022579115
119229,119229,"rna-XR_003264244.1",1,1807,"MSTRG.40363","LOC112999065",1.00967,1.023197,1.027017,1.019961333,1.069905,4.220583,3.842613,3.044367,1.005179,6.662314,7.2896,4.985697667,2.984786678,1.577627826,0.111177132,4.888124192,2.28928094,0.030795263
101618,101618,"rna-NM_001252803.2",7,985,"MSTRG.34426","LOC100814612",1.050968,1.297059,1.757674,1.368567,5.99351,1.572297,6.880393,4.8154,9.066198,1.786749,9.163437,6.672128,3.518570885,1.814989578,0.105649807,4.87526588,2.285480901,0.036669386
117255,117255,"rna-XM_003556217.4",1,1426,"MSTRG.39591","LOC100789009",1.029746,1.060086,1.056494,1.048775333,5.829615,1.365166,3.173304,3.456028333,3.758081,4.563019,6.998238,5.106446,3.295299025,1.720409386,0.136926742,4.868960815,2.28361389,0.018767895
